sn,ymd,ym,code,si,dong,apt_nm,juso_jibun,price,con_year,area,floor,py,cnt
2345,2022-07-30,2022-07-01,42110,춘천시,퇴계동 ,퇴계주공6차,강원도 춘천시 퇴계동 1015 퇴계주공6차,20500,2002,60,3,1128,1
2346,2022-07-30,2022-07-01,42110,춘천시,퇴계동 ,현진,강원도 춘천시 퇴계동 916-1 현진,16500,1994,60,10,908,1
2505,2022-08-01,2022-08-01,42110,춘천시,퇴계동 ,퇴계주공6차,강원도 춘천시 퇴계동 1015 퇴계주공6차,22000,2002,60,8,1210,1
2506,2022-08-02,2022-08-01,42110,춘천시,퇴계동 ,휴먼시아남춘천2단지,강원도 춘천시 퇴계동 1131 휴먼시아남춘천2단지,31200,2010,85,5,1211,1
2507,2022-08-02,2022-08-01,42110,춘천시,퇴계동 ,휴먼시아남춘천2단지,강원도 춘천시 퇴계동 1131 휴먼시아남춘천2단지,32500,2010,85,12,1262,1
2508,2022-08-02,2022-08-01,42110,춘천시,퇴계동 ,휴먼시아남춘천2단지,강원도 춘천시 퇴계동 1131 휴먼시아남춘천2단지,31300,2010,85,10,1215,1
2509,2022-08-02,2022-08-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,17300,1993,60,12,951,1
2510,2022-08-03,2022-08-01,42110,춘천시,퇴계동 ,중앙하이츠빌3단지,강원도 춘천시 퇴계동 1133 중앙하이츠빌3단지,31500,2008,85,14,1223,1
2511,2022-08-03,2022-08-01,42110,춘천시,퇴계동 ,현대2,강원도 춘천시 퇴계동 916 현대2,11400,1994,43,13,875,1
2512,2022-08-04,2022-08-01,42110,춘천시,퇴계동 ,퇴계주공1차,강원도 춘천시 퇴계동 967 퇴계주공1차,16300,2000,50,16,1076,1
2513,2022-08-06,2022-08-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,57500,2019,85,27,2232,1
2514,2022-08-06,2022-08-01,42110,춘천시,퇴계동 ,퇴계주공1차,강원도 춘천시 퇴계동 967 퇴계주공1차,15500,2000,50,18,1023,1
2515,2022-08-06,2022-08-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,57500,2019,85,27,2232,1
2516,2022-08-07,2022-08-01,42110,춘천시,퇴계동 ,중앙하이츠빌1단지,강원도 춘천시 퇴계동 1043 중앙하이츠빌1단지,28700,2006,85,10,1114,1
2517,2022-08-08,2022-08-01,42110,춘천시,퇴계동 ,퇴계주공6차,강원도 춘천시 퇴계동 1015 퇴계주공6차,21400,2002,60,5,1177,1
2518,2022-08-09,2022-08-01,42110,춘천시,퇴계동 ,현대2,강원도 춘천시 퇴계동 916 현대2,10300,1994,43,2,790,1
2519,2022-08-09,2022-08-01,42110,춘천시,퇴계동 ,"한진,한성","강원도 춘천시 퇴계동 917 한진,한성",16000,1995,60,7,880,1
2520,2022-08-10,2022-08-01,42110,춘천시,퇴계동 ,휴먼시아남춘천1단지,강원도 춘천시 퇴계동 1097 휴먼시아남춘천1단지,38800,2011,102,1,1255,1
2521,2022-08-12,2022-08-01,42110,춘천시,퇴계동 ,퇴계주공1차,강원도 춘천시 퇴계동 967 퇴계주공1차,16200,2000,50,11,1069,1
2522,2022-08-13,2022-08-01,42110,춘천시,퇴계동 ,그린타운삼익코오롱,강원도 춘천시 퇴계동 916-3 그린타운삼익코오롱,25700,1994,132,6,642,1
2523,2022-08-13,2022-08-01,42110,춘천시,퇴계동 ,휴먼시아남춘천2단지,강원도 춘천시 퇴계동 1131 휴먼시아남춘천2단지,30500,2010,85,4,1184,1
2524,2022-08-16,2022-08-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,17000,1993,60,13,935,1
2525,2022-08-17,2022-08-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,38500,2019,60,4,2117,1
2526,2022-08-17,2022-08-01,42110,춘천시,퇴계동 ,현진,강원도 춘천시 퇴계동 916-1 현진,16500,1994,60,6,908,1
2527,2022-08-20,2022-08-01,42110,춘천시,퇴계동 ,중앙하이츠빌3단지,강원도 춘천시 퇴계동 1133 중앙하이츠빌3단지,33000,2008,107,14,1018,1
2528,2022-08-21,2022-08-01,42110,춘천시,퇴계동 ,뜨란채,강원도 춘천시 퇴계동 1031 뜨란채,25900,2006,85,5,1006,1
2529,2022-08-22,2022-08-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,16850,1993,60,14,927,1
2530,2022-08-22,2022-08-01,42110,춘천시,퇴계동 ,일성2,강원도 춘천시 퇴계동 1139 일성2,22000,1996,85,12,854,1
2531,2022-08-23,2022-08-01,42110,춘천시,퇴계동 ,퇴계주공1차,강원도 춘천시 퇴계동 967 퇴계주공1차,16000,2000,50,4,1056,1
2532,2022-08-27,2022-08-01,42110,춘천시,퇴계동 ,퇴계이안,강원도 춘천시 퇴계동 1052 퇴계이안,31300,2007,85,3,1215,1
2533,2022-08-27,2022-08-01,42110,춘천시,퇴계동 ,현대2,강원도 춘천시 퇴계동 916 현대2,16000,1994,60,1,880,1
2534,2022-08-29,2022-08-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,16900,1999,60,8,930,1
2535,2022-08-29,2022-08-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,15500,1999,50,6,1023,1
2536,2022-08-29,2022-08-01,42110,춘천시,퇴계동 ,뜨란채,강원도 춘천시 퇴계동 1031 뜨란채,27500,2006,85,2,1068,1
2537,2022-08-30,2022-08-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,17300,1999,60,7,951,1
2538,2022-08-30,2022-08-01,42110,춘천시,퇴계동 ,퇴계우성,강원도 춘천시 퇴계동 430 퇴계우성,20000,1999,85,5,776,1
2539,2022-08-31,2022-08-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,19000,1994,85,13,738,1
2666,2022-09-01,2022-09-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,20000,1993,117,6,564,1
2667,2022-09-01,2022-09-01,42110,춘천시,퇴계동 ,퇴계주공6차,강원도 춘천시 퇴계동 1015 퇴계주공6차,21700,2002,60,14,1194,1
2668,2022-09-01,2022-09-01,42110,춘천시,퇴계동 ,현진,강원도 춘천시 퇴계동 916-1 현진,15200,1994,60,12,836,1
2669,2022-09-02,2022-09-01,42110,춘천시,퇴계동 ,퇴계이안,강원도 춘천시 퇴계동 1052 퇴계이안,29000,2007,85,2,1126,1
2670,2022-09-03,2022-09-01,42110,춘천시,퇴계동 ,현대2,강원도 춘천시 퇴계동 916 현대2,11900,1994,43,8,913,1
2671,2022-09-03,2022-09-01,42110,춘천시,퇴계동 ,현진,강원도 춘천시 퇴계동 916-1 현진,14300,1994,60,11,786,1
2672,2022-09-04,2022-09-01,42110,춘천시,퇴계동 ,중앙하이츠빌1단지,강원도 춘천시 퇴계동 1043 중앙하이츠빌1단지,31300,2006,85,11,1215,1
2673,2022-09-05,2022-09-01,42110,춘천시,퇴계동 ,중앙하이츠빌3단지,강원도 춘천시 퇴계동 1133 중앙하이츠빌3단지,31000,2008,85,3,1204,1
2674,2022-09-05,2022-09-01,42110,춘천시,퇴계동 ,퇴계이안,강원도 춘천시 퇴계동 1052 퇴계이안,33300,2007,85,16,1293,1
2675,2022-09-06,2022-09-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,16300,1993,60,10,896,1
2676,2022-09-06,2022-09-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,16600,1993,60,9,913,1
2677,2022-09-14,2022-09-01,42110,춘천시,퇴계동 ,일성2,강원도 춘천시 퇴계동 1139 일성2,19600,1996,85,1,761,1
2678,2022-09-15,2022-09-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,17200,1999,60,14,946,1
2679,2022-09-19,2022-09-01,42110,춘천시,퇴계동 ,퇴계이안,강원도 춘천시 퇴계동 1052 퇴계이안,33000,2007,85,18,1281,1
2680,2022-09-21,2022-09-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,14800,1999,50,3,977,1
2681,2022-09-21,2022-09-01,42110,춘천시,퇴계동 ,쌍용스윗닷홈,강원도 춘천시 퇴계동 1040 쌍용스윗닷홈,36250,2005,85,10,1407,1
2682,2022-09-21,2022-09-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,15350,1999,50,8,1013,1
2683,2022-09-24,2022-09-01,42110,춘천시,퇴계동 ,현대2,강원도 춘천시 퇴계동 916 현대2,12300,1994,43,5,944,1
2684,2022-09-24,2022-09-01,42110,춘천시,퇴계동 ,퇴계우성,강원도 춘천시 퇴계동 430 퇴계우성,25500,1999,102,16,825,1
2685,2022-09-24,2022-09-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,37500,2019,60,10,2062,1
2686,2022-09-26,2022-09-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,15950,1994,60,12,877,1
2687,2022-09-27,2022-09-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,18200,1999,60,17,1001,1
2688,2022-09-28,2022-09-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,20500,1993,134,12,505,1
2689,2022-09-29,2022-09-01,42110,춘천시,퇴계동 ,뜨란채,강원도 춘천시 퇴계동 1031 뜨란채,28000,2006,85,8,1087,1
2690,2022-09-30,2022-09-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,36500,2019,60,20,2008,1
2825,2022-10-01,2022-10-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,18950,1993,85,14,736,1
2826,2022-10-04,2022-10-01,42110,춘천시,퇴계동 ,춘천퇴계 세영리첼아파트,강원도 춘천시 퇴계동 1235 춘천퇴계 세영리첼아파트,30000,2018,73,21,1356,1
2827,2022-10-05,2022-10-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,23000,1993,134,15,566,1
2828,2022-10-06,2022-10-01,42110,춘천시,퇴계동 ,춘천퇴계 세영리첼아파트,강원도 춘천시 퇴계동 1235 춘천퇴계 세영리첼아파트,30000,2018,73,21,1356,1
2829,2022-10-06,2022-10-01,42110,춘천시,퇴계동 ,일성2,강원도 춘천시 퇴계동 1139 일성2,18300,1996,60,13,1006,1
2830,2022-10-06,2022-10-01,42110,춘천시,퇴계동 ,일성2,강원도 춘천시 퇴계동 1139 일성2,15800,1996,60,2,869,1
2831,2022-10-07,2022-10-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,12900,1999,50,4,851,1
2832,2022-10-08,2022-10-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,18700,1994,85,13,726,1
2833,2022-10-08,2022-10-01,42110,춘천시,퇴계동 ,그린타운삼익코오롱,강원도 춘천시 퇴계동 916-3 그린타운삼익코오롱,21500,1994,100,2,710,1
2834,2022-10-08,2022-10-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,43800,2019,75,8,1927,1
2835,2022-10-10,2022-10-01,42110,춘천시,퇴계동 ,춘천퇴계 세영리첼아파트,강원도 춘천시 퇴계동 1235 춘천퇴계 세영리첼아파트,31000,2018,73,17,1401,1
2836,2022-10-11,2022-10-01,42110,춘천시,퇴계동 ,퇴계주공6차,강원도 춘천시 퇴계동 1015 퇴계주공6차,21500,2002,60,11,1182,1
2837,2022-10-11,2022-10-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,45800,2019,75,32,2015,1
2838,2022-10-12,2022-10-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,12000,1993,60,2,660,1
2839,2022-10-12,2022-10-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,45000,2019,75,35,1980,1
2840,2022-10-16,2022-10-01,42110,춘천시,퇴계동 ,"한진,한성","강원도 춘천시 퇴계동 917 한진,한성",18100,1995,85,15,703,1
2841,2022-10-17,2022-10-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,19700,1993,85,8,765,1
2842,2022-10-18,2022-10-01,42110,춘천시,퇴계동 ,퇴계주공1차,강원도 춘천시 퇴계동 967 퇴계주공1차,16100,2000,50,7,1063,1
2843,2022-10-18,2022-10-01,42110,춘천시,퇴계동 ,퇴계이안,강원도 춘천시 퇴계동 1052 퇴계이안,41000,2007,112,22,1208,1
2844,2022-10-19,2022-10-01,42110,춘천시,퇴계동 ,휴먼시아남춘천1단지,강원도 춘천시 퇴계동 1097 휴먼시아남춘천1단지,42000,2011,102,9,1359,1
2845,2022-10-20,2022-10-01,42110,춘천시,퇴계동 ,퇴계주공1차,강원도 춘천시 퇴계동 967 퇴계주공1차,16500,2000,50,3,1089,1
2846,2022-10-24,2022-10-01,42110,춘천시,퇴계동 ,춘천퇴계 세영리첼아파트,강원도 춘천시 퇴계동 1235 춘천퇴계 세영리첼아파트,30000,2018,73,7,1356,1
2847,2022-10-24,2022-10-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,18800,1994,85,4,730,1
2848,2022-10-25,2022-10-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,18400,1999,60,18,1012,1
2849,2022-10-28,2022-10-01,42110,춘천시,퇴계동 ,중앙하이츠빌1단지,강원도 춘천시 퇴계동 1043 중앙하이츠빌1단지,36700,2006,120,13,1009,1
2850,2022-10-29,2022-10-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,45500,2019,75,35,2002,1
2851,2022-10-29,2022-10-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,17400,1999,60,8,957,1
2852,2022-10-30,2022-10-01,42110,춘천시,퇴계동 ,퇴계주공6차,강원도 춘천시 퇴계동 1015 퇴계주공6차,20600,2002,60,9,1133,1
2853,2022-10-31,2022-10-01,42110,춘천시,퇴계동 ,뜨란채,강원도 춘천시 퇴계동 1031 뜨란채,27000,2006,85,7,1048,1
2854,2022-10-31,2022-10-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,16800,1993,85,14,652,1
2963,2022-11-01,2022-11-01,42110,춘천시,퇴계동 ,중앙하이츠빌2단지,강원도 춘천시 퇴계동 1048 중앙하이츠빌2단지,30000,2007,98,1,1010,1
2964,2022-11-01,2022-11-01,42110,춘천시,퇴계동 ,현대2,강원도 춘천시 퇴계동 916 현대2,16400,1994,60,6,902,1
2965,2022-11-02,2022-11-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,22000,1993,134,1,542,1
2966,2022-11-03,2022-11-01,42110,춘천시,퇴계동 ,퇴계우성,강원도 춘천시 퇴계동 430 퇴계우성,22900,1999,85,3,889,1
2967,2022-11-06,2022-11-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,17000,1994,85,9,660,1
2968,2022-11-07,2022-11-01,42110,춘천시,퇴계동 ,현대2,강원도 춘천시 퇴계동 916 현대2,15700,1994,60,13,864,1
2969,2022-11-09,2022-11-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,17000,1994,85,14,660,1
2970,2022-11-12,2022-11-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,44500,2019,75,30,1958,1
2971,2022-11-15,2022-11-01,42110,춘천시,퇴계동 ,그린타운삼익코오롱,강원도 춘천시 퇴계동 916-3 그린타운삼익코오롱,25800,1994,132,8,645,1
2972,2022-11-17,2022-11-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,13000,1993,60,1,715,1
2973,2022-11-18,2022-11-01,42110,춘천시,퇴계동 ,"한진,한성","강원도 춘천시 퇴계동 917 한진,한성",17000,1995,85,1,660,1
2974,2022-11-20,2022-11-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,16600,1993,60,9,913,1
2975,2022-11-20,2022-11-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,18300,1994,85,4,710,1
2976,2022-11-21,2022-11-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,16900,1993,85,5,656,1
2977,2022-11-24,2022-11-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,34500,2019,60,6,1898,1
2978,2022-11-25,2022-11-01,42110,춘천시,퇴계동 ,뜨란채,강원도 춘천시 퇴계동 1031 뜨란채,25500,2006,85,4,990,1
2979,2022-11-26,2022-11-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,15580,1999,60,2,857,1
2980,2022-11-26,2022-11-01,42110,춘천시,퇴계동 ,현대2,강원도 춘천시 퇴계동 916 현대2,15900,1994,60,11,874,1
2981,2022-11-27,2022-11-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,34500,2019,60,13,1898,1
2982,2022-11-28,2022-11-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,14800,1999,50,4,977,1
2983,2022-11-29,2022-11-01,42110,춘천시,퇴계동 ,"한진,한성","강원도 춘천시 퇴계동 917 한진,한성",18800,1995,85,14,730,1
2984,2022-11-30,2022-11-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,50500,2019,85,16,1961,1
2985,2022-11-30,2022-11-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,15150,1993,60,7,833,1
3085,2022-12-04,2022-12-01,42110,춘천시,퇴계동 ,중앙하이츠빌1단지,강원도 춘천시 퇴계동 1043 중앙하이츠빌1단지,28500,2006,85,9,1106,1
3086,2022-12-04,2022-12-01,42110,춘천시,퇴계동 ,"한진,한성","강원도 춘천시 퇴계동 917 한진,한성",18800,1995,85,7,730,1
3087,2022-12-04,2022-12-01,42110,춘천시,퇴계동 ,"한진,한성","강원도 춘천시 퇴계동 917 한진,한성",18800,1995,85,7,730,1
3088,2022-12-05,2022-12-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,16700,1993,85,2,648,1
3089,2022-12-06,2022-12-01,42110,춘천시,퇴계동 ,현진,강원도 춘천시 퇴계동 916-1 현진,15800,1994,60,8,869,1
3090,2022-12-06,2022-12-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,15400,1993,60,3,847,1
3091,2022-12-07,2022-12-01,42110,춘천시,퇴계동 ,한주,강원도 춘천시 퇴계동 944 한주,15000,1993,85,13,582,1
3092,2022-12-11,2022-12-01,42110,춘천시,퇴계동 ,뜨란채,강원도 춘천시 퇴계동 1031 뜨란채,28000,2006,85,14,1087,1
3093,2022-12-12,2022-12-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,15000,1994,60,10,825,1
3094,2022-12-12,2022-12-01,42110,춘천시,퇴계동 ,퇴계우성,강원도 춘천시 퇴계동 430 퇴계우성,23400,1999,85,17,908,1
3095,2022-12-15,2022-12-01,42110,춘천시,퇴계동 ,현대,강원도 춘천시 퇴계동 916-2 현대,18200,1994,85,7,707,1
3096,2022-12-17,2022-12-01,42110,춘천시,퇴계동 ,뜨란채,강원도 춘천시 퇴계동 1031 뜨란채,24000,2006,85,8,932,1
3097,2022-12-17,2022-12-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,15600,1999,50,11,1030,1
3098,2022-12-17,2022-12-01,42110,춘천시,퇴계동 ,뜨란채,강원도 춘천시 퇴계동 1031 뜨란채,25000,2006,85,3,971,1
3099,2022-12-17,2022-12-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,16200,1999,60,10,891,1
3100,2022-12-17,2022-12-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,60000,2019,101,8,1960,1
3101,2022-12-20,2022-12-01,42110,춘천시,퇴계동 ,쌍용스윗닷홈,강원도 춘천시 퇴계동 1040 쌍용스윗닷홈,36000,2005,85,23,1398,1
3102,2022-12-21,2022-12-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,35200,2019,60,10,1936,1
3103,2022-12-21,2022-12-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,51500,2019,85,13,1999,1
3104,2022-12-24,2022-12-01,42110,춘천시,퇴계동 ,일성2,강원도 춘천시 퇴계동 1139 일성2,20400,1996,85,10,792,1
3105,2022-12-24,2022-12-01,42110,춘천시,퇴계동 ,중앙하이츠빌1단지,강원도 춘천시 퇴계동 1043 중앙하이츠빌1단지,24500,2006,85,2,951,1
3106,2022-12-26,2022-12-01,42110,춘천시,퇴계동 ,퇴계이안,강원도 춘천시 퇴계동 1052 퇴계이안,40000,2007,112,22,1179,1
3107,2022-12-28,2022-12-01,42110,춘천시,퇴계동 ,쌍용스윗닷홈,강원도 춘천시 퇴계동 1040 쌍용스윗닷홈,27000,2005,85,18,1048,1
3108,2022-12-28,2022-12-01,42110,춘천시,퇴계동 ,이편한세상춘천한숲시티,강원도 춘천시 퇴계동 1240 이편한세상춘천한숲시티,35000,2019,60,7,1925,1
3109,2022-12-29,2022-12-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,16000,1999,60,1,880,1
3110,2022-12-29,2022-12-01,42110,춘천시,퇴계동 ,금호2차,강원도 춘천시 퇴계동 945 금호2차,23000,1993,134,11,566,1
3111,2022-12-30,2022-12-01,42110,춘천시,퇴계동 ,퇴계2주공,강원도 춘천시 퇴계동 983 퇴계2주공,17150,1999,60,16,943,1
3523,2022-01-11,2022-01-01,42130,원주시,판부면 ,남원주코아루미소지움,강원도 원주시 판부면 서곡리 2048 남원주코아루미소지움,24500,2018,60,18,1347,1
3524,2022-01-12,2022-01-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,6000,2002,27,14,733,1
3525,2022-01-12,2022-01-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,7000,2002,27,6,856,1
3526,2022-01-13,2022-01-01,42130,원주시,판부면 ,원주더샵아파트,강원도 원주시 판부면 서곡리 446 원주더샵아파트,51000,2006,157,9,1072,1
3527,2022-01-15,2022-01-01,42130,원주시,판부면 ,남원주코아루미소지움,강원도 원주시 판부면 서곡리 2048 남원주코아루미소지움,34000,2018,80,5,1402,1
3528,2022-01-17,2022-01-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,9000,2002,39,7,762,1
3529,2022-01-21,2022-01-01,42130,원주시,판부면 ,남원주코아루미소지움,강원도 원주시 판부면 서곡리 2048 남원주코아루미소지움,29000,2018,60,18,1595,1
3530,2022-01-22,2022-01-01,42130,원주시,판부면 ,원주더샵아파트,강원도 원주시 판부면 서곡리 446 원주더샵아파트,36000,2006,123,6,966,1
3531,2022-01-28,2022-01-01,42130,원주시,판부면 ,남원주코아루미소지움,강원도 원주시 판부면 서곡리 2048 남원주코아루미소지움,31000,2018,80,7,1279,1
4051,2022-02-07,2022-02-01,42130,원주시,판부면 ,원주더샵아파트,강원도 원주시 판부면 서곡리 446 원주더샵아파트,43000,2006,148,8,959,1
4052,2022-02-09,2022-02-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,8800,2002,39,2,745,1
4053,2022-02-12,2022-02-01,42130,원주시,판부면 ,남원주코아루미소지움,강원도 원주시 판부면 서곡리 2048 남원주코아루미소지움,26000,2018,60,10,1430,1
4054,2022-02-16,2022-02-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,10500,2002,39,9,888,1
4055,2022-02-18,2022-02-01,42130,원주시,판부면 ,원주더샵아파트,강원도 원주시 판부면 서곡리 446 원주더샵아파트,40000,2006,148,8,892,1
4056,2022-02-18,2022-02-01,42130,원주시,판부면 ,원주더샵아파트,강원도 원주시 판부면 서곡리 446 원주더샵아파트,42800,2006,149,4,948,1
4057,2022-02-19,2022-02-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,10500,2002,39,14,888,1
4058,2022-02-20,2022-02-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,10100,2002,39,5,855,1
4059,2022-02-28,2022-02-01,42130,원주시,판부면 ,남원주코아루미소지움,강원도 원주시 판부면 서곡리 2048 남원주코아루미소지움,25000,2018,60,7,1375,1
4060,2022-02-28,2022-02-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,10500,2002,39,8,888,1
4751,2022-03-03,2022-03-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,9500,2002,39,7,804,1
4752,2022-03-08,2022-03-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,9950,2002,39,8,842,1
4753,2022-03-11,2022-03-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,5800,2002,27,7,709,1
4754,2022-03-13,2022-03-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,10000,2002,39,5,846,1
4755,2022-03-22,2022-03-01,42130,원주시,판부면 ,원주더샵아파트,강원도 원주시 판부면 서곡리 446 원주더샵아파트,42000,2006,149,4,930,1
4756,2022-03-27,2022-03-01,42130,원주시,판부면 ,원주더샵아파트,강원도 원주시 판부면 서곡리 446 원주더샵아파트,35000,2006,123,7,939,1
4757,2022-03-28,2022-03-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,9950,2002,39,7,842,1
4758,2022-03-28,2022-03-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,7000,2002,27,8,856,1
5405,2022-04-01,2022-04-01,42130,원주시,판부면 ,거장2차아파트,강원도 원주시 판부면 서곡리 592 거장2차아파트,11000,2002,39,8,931,1
5406,2022-04-03,2022-04-01,42130,원주시,판부면 ,남원주코아루미소지움,강원도 원주시 판부면 서곡리 2048 남원주코아루미소지움,32800,2018,80,13,1353,1
